,Player,selector1-href,Date,From club,To club,Date of birth,Age,National player,International matches,Market value,Posición,from_club_path,final_club_path,final_team,from_pais,to_pais,final_country,path_country
885,Adrián Núñez,https://www.transfermarkt.com/adrian-nunez/profil/spieler/403083,2016-01-01,Belén U20,Unknown,"Dec 2, 1996 ",23.0,No national team players,-,-,Right Midfield,"Belén U20,Unknown,North Florida,Clemson Tigers","Unknown,North Florida,Clemson Tigers,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Costa Rica,Unknown,USA,USA"
2184,Adrián Núñez,https://www.transfermarkt.com/adrian-nunez/profil/spieler/403083,2016-07-01,Unknown,North Florida,"Dec 2, 1996 ",23.0,No national team players,-,-,Right Midfield,"Belén U20,Unknown,North Florida,Clemson Tigers","Unknown,North Florida,Clemson Tigers,Unknown",Unknown,Unknown,USA,Unknown,"Costa Rica,Unknown,USA,USA"
2232,Adrián Núñez,https://www.transfermarkt.com/adrian-nunez/profil/spieler/403083,2018-08-01,North Florida,Clemson Tigers,"Dec 2, 1996 ",23.0,No national team players,-,-,Right Midfield,"Belén U20,Unknown,North Florida,Clemson Tigers","Unknown,North Florida,Clemson Tigers,Unknown",Unknown,USA,USA,Unknown,"Costa Rica,Unknown,USA,USA"
1033,Adrián Núñez,https://www.transfermarkt.com/adrian-nunez/profil/spieler/403083,2020-07-01,Clemson Tigers,Unknown,"Dec 2, 1996 ",23.0,No national team players,-,-,Right Midfield,"Belén U20,Unknown,North Florida,Clemson Tigers","Unknown,North Florida,Clemson Tigers,Unknown",Unknown,USA,Unknown,Unknown,"Costa Rica,Unknown,USA,USA"
5560,Adrián Villarreal,https://www.transfermarkt.com/adrian-villarreal/profil/spieler/560829,2018-01-05,Unknown,Liberia,"Jan 1, 1996 ",24.0,No national team players,-,-,Central Midfield,"Unknown,Liberia","Liberia,Cofutpa",Cofutpa,Unknown,Costa Rica,Costa Rica,"Unknown,Costa Rica"
5528,Adrián Villarreal,https://www.transfermarkt.com/adrian-villarreal/profil/spieler/560829,2020-07-21,Liberia,Cofutpa,"Jan 1, 1996 ",24.0,No national team players,-,-,Central Midfield,"Unknown,Liberia","Liberia,Cofutpa",Cofutpa,Costa Rica,Costa Rica,Costa Rica,"Unknown,Costa Rica"
7325,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2004-07-01,Herediano,Brujas FC,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Costa Rica,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7321,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2006-07-01,Brujas FC,Herediano,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Costa Rica,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7318,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2010-07-01,Herediano,Pérez Zeledón,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Costa Rica,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7324,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2013-01-01,Pérez Zeledón,Saprissa,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Costa Rica,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7323,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2014-01-14,Saprissa,Santos FC,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Costa Rica,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7319,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2015-07-01,Santos FC,Herediano,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Costa Rica,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7316,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2017-01-01,Herediano,Cartaginés,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Costa Rica,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7320,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2017-06-30,Cartaginés,Herediano,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Costa Rica,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7326,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2017-07-01,Herediano,Antigua GFC,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Costa Rica,Guatemala,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
7328,Adrián de Lemos,https://www.transfermarkt.com/adrian-de-lemos/profil/spieler/39580,2019-07-01,Antigua GFC,Guastatoya,"Oct 13, 1982 ",37.0,Costa RicaNo current national team players,6,€200Th.,Goalkeeper,"Herediano,Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC","Brujas FC,Herediano,Pérez Zeledón,Saprissa,Santos FC,Herediano,Cartaginés,Herediano,Antigua GFC,Guastatoya",Guastatoya,Guatemala,Guatemala,Guatemala,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Guatemala"
421,Agustín Zamora,https://www.transfermarkt.com/agustin-zamora/profil/spieler/224989,2011-07-01,Barrio México,AD Carmelita,"Aug 15, 1990 ",30.0,No national team players,-,-,Midfielder,"Barrio México,AD Carmelita,Coto Brus,Grecia","AD Carmelita,Coto Brus,Grecia,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
2071,Agustín Zamora,https://www.transfermarkt.com/agustin-zamora/profil/spieler/224989,2014-01-01,AD Carmelita,Coto Brus,"Aug 15, 1990 ",30.0,No national team players,-,-,Midfielder,"Barrio México,AD Carmelita,Coto Brus,Grecia","AD Carmelita,Coto Brus,Grecia,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
469,Agustín Zamora,https://www.transfermarkt.com/agustin-zamora/profil/spieler/224989,2014-07-01,Coto Brus,Grecia,"Aug 15, 1990 ",30.0,No national team players,-,-,Midfielder,"Barrio México,AD Carmelita,Coto Brus,Grecia","AD Carmelita,Coto Brus,Grecia,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
708,Agustín Zamora,https://www.transfermarkt.com/agustin-zamora/profil/spieler/224989,2017-07-01,Grecia,Unknown,"Aug 15, 1990 ",30.0,No national team players,-,-,Midfielder,"Barrio México,AD Carmelita,Coto Brus,Grecia","AD Carmelita,Coto Brus,Grecia,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Costa Rica,Costa Rica,Costa Rica,Costa Rica"
4674,Aimar Abarca,https://www.transfermarkt.com/aimar-abarca/profil/spieler/551976,2018-01-01,Mpl. Liberia II,Liberia,"Nov 28, 2000 ",19.0,No national team players,-,-,Right Midfield,"Mpl. Liberia II,Liberia,ADR Jicaral","Liberia,ADR Jicaral,Liberia",Liberia,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica"
4628,Aimar Abarca,https://www.transfermarkt.com/aimar-abarca/profil/spieler/551976,2019-01-01,Liberia,ADR Jicaral,"Nov 28, 2000 ",19.0,No national team players,-,-,Right Midfield,"Mpl. Liberia II,Liberia,ADR Jicaral","Liberia,ADR Jicaral,Liberia",Liberia,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica"
4656,Aimar Abarca,https://www.transfermarkt.com/aimar-abarca/profil/spieler/551976,2019-07-01,ADR Jicaral,Liberia,"Nov 28, 2000 ",19.0,No national team players,-,-,Right Midfield,"Mpl. Liberia II,Liberia,ADR Jicaral","Liberia,ADR Jicaral,Liberia",Liberia,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica"
21,Alberth Villalobos,https://www.transfermarkt.com/alberth-villalobos/profil/spieler/278377,2015-01-15,Alajuelense U20,AD Carmelita,"Jan 25, 1995 ",25.0,Costa RicaNo current national team players,1,€225Th.,Centre-Forward,"Alajuelense U20,AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos","AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
155,Alberth Villalobos,https://www.transfermarkt.com/alberth-villalobos/profil/spieler/278377,2015-06-30,AD Carmelita,Alajuelense U20,"Jan 25, 1995 ",25.0,Costa RicaNo current national team players,1,€225Th.,Centre-Forward,"Alajuelense U20,AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos","AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
24,Alberth Villalobos,https://www.transfermarkt.com/alberth-villalobos/profil/spieler/278377,2016-07-01,Alajuelense U20,Grecia,"Jan 25, 1995 ",25.0,Costa RicaNo current national team players,1,€225Th.,Centre-Forward,"Alajuelense U20,AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos","AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
76,Alberth Villalobos,https://www.transfermarkt.com/alberth-villalobos/profil/spieler/278377,2018-07-01,Grecia,Herediano,"Jan 25, 1995 ",25.0,Costa RicaNo current national team players,1,€225Th.,Centre-Forward,"Alajuelense U20,AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos","AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
161,Alberth Villalobos,https://www.transfermarkt.com/alberth-villalobos/profil/spieler/278377,2019-01-01,Herediano,AD San Carlos,"Jan 25, 1995 ",25.0,Costa RicaNo current national team players,1,€225Th.,Centre-Forward,"Alajuelense U20,AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos","AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
94,Alberth Villalobos,https://www.transfermarkt.com/alberth-villalobos/profil/spieler/278377,2019-06-30,AD San Carlos,Herediano,"Jan 25, 1995 ",25.0,Costa RicaNo current national team players,1,€225Th.,Centre-Forward,"Alajuelense U20,AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos","AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
162,Alberth Villalobos,https://www.transfermarkt.com/alberth-villalobos/profil/spieler/278377,2020-07-01,Herediano,AD San Carlos,"Jan 25, 1995 ",25.0,Costa RicaNo current national team players,1,€225Th.,Centre-Forward,"Alajuelense U20,AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos","AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
95,Alberth Villalobos,https://www.transfermarkt.com/alberth-villalobos/profil/spieler/278377,2021-06-30,AD San Carlos,Herediano,"Jan 25, 1995 ",25.0,Costa RicaNo current national team players,1,€225Th.,Centre-Forward,"Alajuelense U20,AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos","AD Carmelita,Alajuelense U20,Grecia,Herediano,AD San Carlos,Herediano,AD San Carlos,Herediano",Herediano,Costa Rica,Costa Rica,Costa Rica,"Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
7625,Alberto González,https://www.transfermarkt.com/alberto-gonzalez/profil/spieler/35385,2007-01-01,Herediano,Santacruceña,"Aug 2, 1982 ",38.0,No national team players,-,€150Th.,Forward,Herediano,Santacruceña,Santacruceña,Costa Rica,Costa Rica,Costa Rica,Costa Rica
1737,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2005-07-01,Unknown,Brujas FC,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Unknown,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
423,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2006-07-01,Brujas FC,AD Carmelita,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1725,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2007-06-30,AD Carmelita,Brujas FC,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1432,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2008-07-01,Brujas FC,Herediano,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1251,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2009-01-01,Herediano,Cartaginés,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1408,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2009-06-30,Cartaginés,Herediano,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
1252,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2009-07-01,Herediano,Cartaginés,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
485,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2010-07-01,Cartaginés,CS Uruguay,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
2013,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2011-07-01,CS Uruguay,Orión FC,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Costa Rica,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
563,Alberto Jiménez,https://www.transfermarkt.com/alberto-jimenez/profil/spieler/194920,2012-01-01,Orión FC,Unknown,"Oct 25, 1984 ",35.0,No national team players,-,-,Defender,"Unknown,Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC","Brujas FC,AD Carmelita,Brujas FC,Herediano,Cartaginés,Herediano,Cartaginés,CS Uruguay,Orión FC,Unknown",Unknown,Costa Rica,Unknown,Unknown,"Unknown,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica,Costa Rica"
4250,Albin Gamboa,https://www.transfermarkt.com/albin-gamboa/profil/spieler/583834,1996-08-08,Unknown,Götzis,"Jan 14, 1976 ",44.0,No national team players,-,-,Forward,"Unknown,Götzis,Unknown,Götzis","Götzis,Unknown,Götzis,Retired",Retired,Unknown,Austria,Retired,"Unknown,Austria,Unknown,Austria"
3114,Albin Gamboa,https://www.transfermarkt.com/albin-gamboa/profil/spieler/583834,1997-01-08,Götzis,Unknown,"Jan 14, 1976 ",44.0,No national team players,-,-,Forward,"Unknown,Götzis,Unknown,Götzis","Götzis,Unknown,Götzis,Retired",Retired,Austria,Unknown,Retired,"Unknown,Austria,Unknown,Austria"
4251,Albin Gamboa,https://www.transfermarkt.com/albin-gamboa/profil/spieler/583834,1999-08-06,Unknown,Götzis,"Jan 14, 1976 ",44.0,No national team players,-,-,Forward,"Unknown,Götzis,Unknown,Götzis","Götzis,Unknown,Götzis,Retired",Retired,Unknown,Austria,Retired,"Unknown,Austria,Unknown,Austria"
