Player;selector1-href;Date;From club;To club;Date of birth;Age;National player;International matches;Market value;Posición
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Jul 1, 2014;LOSC Lille;KV Oostende;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Jun 30, 2015;KV Oostende;LOSC Lille;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Aug 20, 2015;LOSC Lille;Dnipro;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Jun 30, 2016;Dnipro;LOSC Lille;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Jul 1, 2016;LOSC Lille;Red Star;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Aug 9, 2017;Red Star;Al-Feiha;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Jan 24, 2019;Al-Feiha;Saprissa;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Jul 1, 2019;Saprissa;Herediano;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Jul 5, 2019;Herediano;Kiryat Shmona;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
John Jairo Ruiz;https://www.transfermarkt.com/john-jairo-ruiz/profil/spieler/192347;Jan 27, 2020;Kiryat Shmona;Herediano;Jan 10, 1994 ;26;Costa RicaCurrent national team players;8;200;Left Winger
Jean Carlo Agüero;https://www.transfermarkt.com/jean-carlo-aguero/profil/spieler/278146;Jul 1, 2013;Alajuelense U20;LD Alajuelense;Jul 6, 1993 ;27;No national team players;-;200;Centre-Back
Jean Carlo Agüero;https://www.transfermarkt.com/jean-carlo-aguero/profil/spieler/278146;Jul 1, 2016;LD Alajuelense;Grecia;Jul 6, 1993 ;27;No national team players;-;200;Centre-Back
Jean Carlo Agüero;https://www.transfermarkt.com/jean-carlo-aguero/profil/spieler/278146;Dec 31, 2016;Grecia;LD Alajuelense;Jul 6, 1993 ;27;No national team players;-;200;Centre-Back
Jean Carlo Agüero;https://www.transfermarkt.com/jean-carlo-aguero/profil/spieler/278146;Jan 1, 2018;LD Alajuelense;Grecia;Jul 6, 1993 ;27;No national team players;-;200;Centre-Back
Jean Carlo Agüero;https://www.transfermarkt.com/jean-carlo-aguero/profil/spieler/278146;Jul 1, 2019;Grecia;Saprissa;Jul 6, 1993 ;27;No national team players;-;200;Centre-Back
Jean Carlo Agüero;https://www.transfermarkt.com/jean-carlo-aguero/profil/spieler/278146;Jul 3, 2020;Saprissa;Grecia;Jul 6, 1993 ;27;No national team players;-;200;Centre-Back
William Fernández;https://www.transfermarkt.com/william-fernandez/profil/spieler/265624;Apr 11, 2013;Railhawks U23;Cartaginés;May 15, 1994 ;26;No national team players;-;200;Centre-Back
William Fernández;https://www.transfermarkt.com/william-fernandez/profil/spieler/265624;Feb 3, 2016;Cartaginés;Belén FC;May 15, 1994 ;26;No national team players;-;200;Centre-Back
William Fernández;https://www.transfermarkt.com/william-fernandez/profil/spieler/265624;Jul 1, 2016;Belén FC;CS Uruguay;May 15, 1994 ;26;No national team players;-;200;Centre-Back
William Fernández;https://www.transfermarkt.com/william-fernandez/profil/spieler/265624;Jul 28, 2017;CS Uruguay;AD Carmelita;May 15, 1994 ;26;No national team players;-;200;Centre-Back
William Fernández;https://www.transfermarkt.com/william-fernandez/profil/spieler/265624;Jul 1, 2018;AD Carmelita;ADR Jicaral;May 15, 1994 ;26;No national team players;-;200;Centre-Back
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Jul 1, 2011;Paraíso Total;Cartaginés U20;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Jul 1, 2012;Cartaginés U20;Cartaginés;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Aug 1, 2013;Cartaginés;Mpl Turrialba;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Dec 31, 2013;Mpl Turrialba;Cartaginés;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Jul 26, 2018;Cartaginés;Curridabat FC;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Dec 31, 2018;Curridabat FC;Cartaginés;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Jan 1, 2019;Cartaginés;La U;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Dec 31, 2019;La U;Cartaginés;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Jan 1, 2020;Cartaginés;La U;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
José Leiva;https://www.transfermarkt.com/jose-leiva/profil/spieler/246393;Jul 1, 2020;La U;Guanacasteca;Aug 28, 1992 ;27;Costa RicaNo current national team players;-;175;Defensive Midfield
Marvin Esquivel;https://www.transfermarkt.com/marvin-esquivel/profil/spieler/315542;Jan 1, 2015;Santos FC;Limón FC;Jun 24, 1993 ;27;No national team players;-;175;Central Midfield
Marvin Esquivel;https://www.transfermarkt.com/marvin-esquivel/profil/spieler/315542;Jul 1, 2018;Limón FC;Cartaginés;Jun 24, 1993 ;27;No national team players;-;175;Central Midfield
Marvin Esquivel;https://www.transfermarkt.com/marvin-esquivel/profil/spieler/315542;Jul 1, 2019;Cartaginés;Limón FC;Jun 24, 1993 ;27;No national team players;-;175;Central Midfield
Reimond Salas;https://www.transfermarkt.com/reimond-salas/profil/spieler/222164;Jan 1, 2012;Santos II;Santos FC;Mar 11, 1994 ;26;No national team players;-;175;Right Midfield
Reimond Salas;https://www.transfermarkt.com/reimond-salas/profil/spieler/222164;Jan 1, 2015;Santos FC;Cariari Pococí;Mar 11, 1994 ;26;No national team players;-;175;Right Midfield
Reimond Salas;https://www.transfermarkt.com/reimond-salas/profil/spieler/222164;Jun 30, 2015;Cariari Pococí;Santos FC;Mar 11, 1994 ;26;No national team players;-;175;Right Midfield
Reimond Salas;https://www.transfermarkt.com/reimond-salas/profil/spieler/222164;Jan 1, 2020;Santos FC;Herediano;Mar 11, 1994 ;26;No national team players;-;175;Right Midfield
Reimond Salas;https://www.transfermarkt.com/reimond-salas/profil/spieler/222164;Jul 7, 2020;Herediano;Pérez Zeledón;Mar 11, 1994 ;26;No national team players;-;175;Right Midfield
Reimond Salas;https://www.transfermarkt.com/reimond-salas/profil/spieler/222164;Jun 30, 2021;Pérez Zeledón;Herediano;Mar 11, 1994 ;26;No national team players;-;175;Right Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Jan 1, 2014;Unknown;Barrio México;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Feb 3, 2016;Barrio México;Pérez Zeledón;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Jul 1, 2017;Pérez Zeledón;LD Alajuelense;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Jan 1, 2018;LD Alajuelense;Cartaginés;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Jan 29, 2018;Cartaginés;LD Alajuelense;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Jan 30, 2018;LD Alajuelense;Pérez Zeledón;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Jul 1, 2018;Pérez Zeledón;Limón FC;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Jan 1, 2019;Limón FC;Fútbol Cons.;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Din John Arias;https://www.transfermarkt.com/din-john-arias/profil/spieler/380215;Jul 1, 2019;Fútbol Cons.;Guadalupe FC;Oct 25, 1992 ;27;Costa RicaNo current national team players;-;150;Attacking Midfield
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Jul 1, 2011;Brujas FC;Orión FC;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Aug 31, 2012;Orión FC;Catania U19;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Jul 1, 2013;Catania U19;Catania;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Jul 1, 2014;Catania;Cartaginés;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Jun 30, 2015;Cartaginés;Catania;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Sep 18, 2015;Catania;Saprissa;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Aug 3, 2016;Saprissa;AD Carmelita;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Feb 1, 2017;AD Carmelita;St. Louis FC;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Jan 16, 2018;St. Louis FC;AD Carmelita;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Jan 1, 2019;AD Carmelita;Cartaginés;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Erick Cabalceta;https://www.transfermarkt.com/erick-cabalceta/profil/spieler/194908;Jul 5, 2020;Cartaginés;AD San Carlos;Jan 9, 1993 ;27;No national team players;-;150;Centre-Back
Luis Sequeira;https://www.transfermarkt.com/luis-sequeira/profil/spieler/278158;Jul 1, 2014;Alajuelense U20;LD Alajuelense;May 11, 1994 ;26;Costa RicaNo current national team players;-;150;Right-Back
Luis Sequeira;https://www.transfermarkt.com/luis-sequeira/profil/spieler/278158;Jan 18, 2016;LD Alajuelense;AD Carmelita;May 11, 1994 ;26;Costa RicaNo current national team players;-;150;Right-Back
Luis Sequeira;https://www.transfermarkt.com/luis-sequeira/profil/spieler/278158;Jun 30, 2016;AD Carmelita;LD Alajuelense;May 11, 1994 ;26;Costa RicaNo current national team players;-;150;Right-Back
Luis Sequeira;https://www.transfermarkt.com/luis-sequeira/profil/spieler/278158;Jul 3, 2020;LD Alajuelense;Grecia;May 11, 1994 ;26;Costa RicaNo current national team players;-;150;Right-Back
Brayan Morales;https://www.transfermarkt.com/brayan-morales/profil/spieler/195283;Jan 1, 2013;Santos II;Santos FC;Jul 4, 1993 ;27;No national team players;-;150;Goalkeeper
Brayan Morales;https://www.transfermarkt.com/brayan-morales/profil/spieler/195283;Jul 1, 2016;Santos FC;Barrio México;Jul 4, 1993 ;27;No national team players;-;150;Goalkeeper
Brayan Morales;https://www.transfermarkt.com/brayan-morales/profil/spieler/195283;Dec 31, 2016;Barrio México;Santos FC;Jul 4, 1993 ;27;No national team players;-;150;Goalkeeper
Brayan Morales;https://www.transfermarkt.com/brayan-morales/profil/spieler/195283;Jul 1, 2019;Santos FC;Herediano;Jul 4, 1993 ;27;No national team players;-;150;Goalkeeper
Brayan Morales;https://www.transfermarkt.com/brayan-morales/profil/spieler/195283;Jul 2, 2019;Herediano;La U;Jul 4, 1993 ;27;No national team players;-;150;Goalkeeper
Brayan Morales;https://www.transfermarkt.com/brayan-morales/profil/spieler/195283;Dec 31, 2019;La U;Herediano;Jul 4, 1993 ;27;No national team players;-;150;Goalkeeper
Brayan Morales;https://www.transfermarkt.com/brayan-morales/profil/spieler/195283;Jan 1, 2020;Herediano;Pérez Zeledón;Jul 4, 1993 ;27;No national team players;-;150;Goalkeeper
Steve Garita;https://www.transfermarkt.com/steve-garita/profil/spieler/271872;Jul 1, 2013;Alajuelense U20;LD Alajuelense;Sep 10, 1993 ;26;No national team players;-;125;Right-Back
Steve Garita;https://www.transfermarkt.com/steve-garita/profil/spieler/271872;Jul 1, 2017;LD Alajuelense;Guadalupe FC;Sep 10, 1993 ;26;No national team players;-;125;Right-Back
Steve Garita;https://www.transfermarkt.com/steve-garita/profil/spieler/271872;Jan 1, 2018;Guadalupe FC;Unknown;Sep 10, 1993 ;26;No national team players;-;125;Right-Back
Daniel Hernández;https://www.transfermarkt.com/daniel-hernandez/profil/spieler/211483;Jan 1, 2013;Cartaginés;Unknown;Jun 5, 1993 ;27;No national team players;-;125;Defender
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Jan 1, 2012;Herediano U20;Herediano;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Jan 1, 2013;Herediano;AD Aserrí;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Jun 30, 2013;AD Aserrí;Herediano;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Jul 3, 2013;Herediano;Jacó Rays;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Dec 31, 2013;Jacó Rays;Herediano;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Feb 1, 2014;Herediano;Pérez Zeledón;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Jun 30, 2014;Pérez Zeledón;Herediano;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Jul 1, 2014;Herediano;Jacó Rays;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Jan 1, 2015;Jacó Rays;Liberia;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Irvin Huertas;https://www.transfermarkt.com/irvin-huertas/profil/spieler/131252;Jul 1, 2016;Liberia;Unknown;Feb 21, 1993 ;27;Costa RicaNo current national team players;-;125;Centre-Forward
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jul 1, 2011;Saprissa U17;Limón U17;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jul 1, 2012;Limón U17;Unknown;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jul 1, 2013;Unknown;Herediano U20;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jul 1, 2014;Herediano U20;CS Uruguay;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jan 1, 2015;CS Uruguay;Limón FC;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jan 1, 2016;Limón FC;Liberia;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jan 22, 2016;Liberia;Unknown;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jul 1, 2016;Unknown;CS Uruguay;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jan 1, 2018;CS Uruguay;UCR;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jan 1, 2019;UCR;Unknown;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jul 1, 2019;Unknown;Barrio México;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Elking Scoby;https://www.transfermarkt.com/elking-scoby/profil/spieler/211678;Jan 1, 2020;Barrio México;Limón FC;Aug 23, 1993 ;27;No national team players;-;125;Centre-Back
Junior Delgado;https://www.transfermarkt.com/junior-delgado/profil/spieler/687855;Jul 1, 2019;Sp. San José;Grecia;Sep 24, 1993 ;26;No national team players;-;125;Midfielder
